Arttırılabilir Azami Bellek:,Bağlantı Girişleri:,Bağlantılar:,Cihaz Ağırlığı:,Dokunmatik Ekran:,Ekran Boyutu:,Ekran Kartı Bellek Tipi:,Ekran Kartı Hafızası:,Ekran Kartı Tipi:,Ekran Kartı:,Ekran Özelliği:,Garanti Tipi:,Görüntü Kalitesi:,HDMI:,Hard Disk Kapasitesi:,Kapasite:,Klavye:,Kullanım Amacı:,Optik Sürücü Tipi:,Optik Sürücü:,Panel Tipi:,Ram (Sistem Belleği):,Renk:,SSD Kapasitesi:,Web Color:,Çözünürlük Standartı:,Çözünürlük:,İşlemci Frekansı:,İşlemci Hızı (GHz):,İşlemci Modeli:,İşlemci Nesli:,İşlemci Tipi:,İşlemci Çekirdek Sayısı:,İşletim Sistemi:,Şarjlı Kullanım Süresi:,url,price
32 GB,,HDMI,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Harici,Nvidia GeForce GTX1650,,,,,,512 GB,Q Türkçe,Oyun,Yok,,IPS,16 GB,,512 GB,,Full HD (FHD),1920 x 1080,,,10300H,10. Nesil,Intel Core i5,4,Windows,3 Saat ve Altı,https://www.trendyol.com//lenovo/ideapad-81y400datx10-i5-16g-1tb-512gb-ssd-4gb-gtx1650-15-6-fhd-windows-10-home-p-46379293,10.649 TL
32 GB,,,2 - 4 kg,,"17,3 inç",,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650 Ti,,Distribütör Garantili,,,,1 TB,Q Türkçe,Oyun,,,IPS,16 GB,,128 GB,,,1920 x 1080,,,10300H,10. Nesil,Intel Core i5,8,Free Dos,3 Saat ve Altı,https://www.trendyol.com//casper/excalibur-g780-1030-b1j0x-intel-10-nesil-i5-1030-16gb-ram-1tb-128-ssd-4gb-gtx1650ti-dos-p-39574920,10.699 TL
,,Bluetooth,2 - 4 kg,Var,14 inç,GDDR5,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ev - Okul,Yok,,IPS,8 GB,Gri,1 TB,,Full HD (FHD),2560 x 1440,,,8550U,8. Nesil,Intel Core i7,4,Windows,4 - 6 Saat,https://www.trendyol.com//lenovo/x1-yoga-3rd-i7-8550u-8g-1tb-ssd-14-win10pro-20ld002jtx02-tasinabilir-bilgisayar-p-36559823,18.372 TL
,,,2 - 4 kg,Yok,"15,6 inç",GDDR5,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650,Full HD,Distribütör Garantili,,Var,1 TB,512 GB,Q Türkçe,Oyun,Yok,,,16 GB,Siyah,512 GB,,,1920 x 1080,,2 - 3,3750H,Ryzen,AMD Ryzen 7,4,Free Dos,,https://www.trendyol.com//asus/fx505dt-bq036a10-amd-r7-3750h-16gb-1tb-512gb-ssd-gtx1650-freedos-15-6-fhd-p-51134153,"11.561,55 TL"
32 GB,,,2 - 4 kg,,"15,6 inç",,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650,,Distribütör Garantili,,,,1 TB,Q Türkçe,Oyun,,,IPS,16 GB,,256 GB,,,1920 x 1080,,,10300H,10. Nesil,Intel Core i5,8,Free Dos,4 - 6 Saat,https://www.trendyol.com//casper/excalibur-g770-1030-b5h0x-intel-10-nesil-i5-1030-16gb-ram-1tb-256-ssd-4gb-gtx1650-dos-p-39574200,8.819 TL
,,,2 kg ve Altı,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,40 GB,Gri,512 GB,,,1920 x 1080,,,4600U,Ryzen,AMD Ryzen 7,6,Free Dos,,https://www.trendyol.com//lenovo/e15-20t8001utx24-ryzen7-4700u-40gb-1tbssd-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-p-65199684,10.349 TL
,,,2 kg ve Altı,Yok,"15,6 inç",GDDR5,2 GB,Harici,Nvidia GeForce MX230,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ev - Okul,Yok,,,4 GB,Gri,512 GB,,,1920 x 1080,,,3700U,Ryzen,AMD Ryzen 7,4,Free Dos,,https://www.trendyol.com//asus/d509dj-ej119z8-amd-r7-3700u-4gb-512gb-ssd-fdos-mx230-15-6-fhd-p-65199002,"9.561,82 TL"
,,,2 kg ve Altı,Yok,"15,6 inç",GDDR5,2 GB,Harici,Nvidia GeForce MX230,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ev - Okul,Yok,,,4 GB,Gri,256 GB,,,1920 x 1080,,,3700U,Ryzen,AMD Ryzen 7,4,Free Dos,,https://www.trendyol.com//asus/dizustu-bilgisayar-d509dj-ej119z7-amd-r7-3700u-4gb-256gb-ssd-fdos-mx230-15-6-fhd-p-65195126,"9.266,71 TL"
,,,2 kg ve Altı,Yok,"15,6 inç",GDDR5,2 GB,Harici,Nvidia GeForce MX230,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ev - Okul,Yok,,,8 GB,Gri,256 GB,,,1920 x 1080,,,3700U,Ryzen,AMD Ryzen 7,4,Free Dos,,https://www.trendyol.com//asus/d509dj-ej119z3-amd-r7-3700u-8gb-256gb-ssd-fdos-mx230-15-6-fhd-p-65184170,"9.443,78 TL"
,,,2 - 4 kg,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Intel HD Graphics,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,512 GB,,,1920 x 1080,,,3500U,Ryzen,AMD Ryzen 5,4,Windows,,https://www.trendyol.com//hp/255-g7-2d231ea04-ryzen5-3500u-16gb-512ssd-15-6-w10h-fhd-tasinabilir-bilgisayar-p-65137385,7.049 TL
,,,2 - 4 kg,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Intel HD Graphics,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,,,3500U,Ryzen,AMD Ryzen 5,4,Windows,,https://www.trendyol.com//hp/255-g7-2d231ea01-ryzen5-3500u-8gb-512ssd-15-6-w10h-fhd-tasinabilir-bilgisayar-p-65137257,6.799 TL
,,,2 kg ve Altı,Yok,"15,6 inç",SD,2 GB,Harici,Nvidia GeForce MX230,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,1 TB,,,1920 x 1080,,,3700U,Ryzen,AMD Ryzen 9,4,Free Dos,,https://www.trendyol.com//asus/d509dj-ej119a2-ryzen7-3700u-8gb-1tbssd-mx230-15-6-fhd-freedos-tasinabilir-bilgisayar-p-65083374,7.949 TL
,,,2 kg ve Altı,Yok,14 inç,SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,1 GB,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,256 GB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,8,Free Dos,,https://www.trendyol.com//lenovo/e14-20ra005ftx15-i5-10210u-32gb-1tb-256ssd-14-fullhd-freedos-tasinabilir-bilgisayar-p-65073217,8.599 TL
,,,2 - 4 kg,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Siyah,1 TB,,,1920 x 1080,,,1005G1,10. Nesil,Intel Core i3,4,Free Dos,,https://www.trendyol.com//dell/vostro-3501-tkn35dll01rks08-i3-1005g1-16gb-1tbssd-15-6-fhd-freedos-tasinabilir-bilgisayar-p-65073029,6.299 TL
,,,2 - 4 kg,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Siyah,1 TB,,,1920 x 1080,,,1005G1,10. Nesil,Intel Core i3,4,Free Dos,,https://www.trendyol.com//dell/vostro-3501-tkn35dll01rks05-i3-1005g1-8gb-1tb-1tbssd-15-6-fhd-freedos-tasinabilir-bilgisayar-p-65072967,6.499 TL
,,,2 - 4 kg,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,32 GB,Siyah,1 TB,,,1920 x 1080,,,1005G1,10. Nesil,Intel Core i3,4,Free Dos,,https://www.trendyol.com//dell/vostro-3501-tkn35dll01rks14-i3-1005g1-32gb-1tbssd-15-6-fhd-freedos-tasinabilir-bilgisayar-p-65007578,6.899 TL
,,,2 - 4 kg,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,Intel UHD Graphics 610,HD,Distribütör Garantili,,,,256 GB,Q Türkçe,Ofis - İş,Yok,,,4 GB,Gri,256 GB,,,1920 x 1080,,,1005G1,10. Nesil,Intel Core i3,2,Windows,,https://www.trendyol.com//lenovo/15iil05-intel-core-i3-1005g1-4gb-256gb-ssd-windows-10-home-15-6-uhd-81we00lptx-p-64626954,5.799 TL
,,,2 - 4 kg,Yok,12 inç,DDR5,16 GB,Dahili,AMD A6,Retina,Casper Türkiye Garantili,,,,1 TB,Aydınlatmalı,Ev - Okul,Blu-Ray Okuyucu,,,3 GB,Beyaz,120 GB,,,1366 x 768,,,1035G1,4. Nesil,AMD 10,2,Android,,https://www.trendyol.com//technopc/t15b-550825f-intel-core-i5-5257u-islemci-8gb-ram-256gb-ssd-15-6-freedos-notebook-p-64590302,4.999 TL
,,,2 kg ve Altı,Yok,"15,6 inç",GDDR5,4 GB,Harici,Nvidia GeForce GTX 1050,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,256 GB,,,1920 x 1080,,,10300H,10. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//lenovo/ideapad-gaming-3-81y400d9tx06-i5-10300h-32gb-256ssd-4gb-15-6-fullhd-freedos-bilgisayar-p-64570526,9.299 TL
,,,2 kg ve Altı,Yok,"15,6 inç",GDDR5,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia Quadro T1000,Full HD,İthalatçı Garantili,,,,Yok,Aydınlatmalı,Ofis - İş,Yok,,,64 GB,Gri,1 TB,,,1920 x 1200,,,10750H,10. Nesil,Intel Core i7,6,Windows,,https://www.trendyol.com//dell/precision-m5550-tr03-i7-10750h-64-gb-1tb-ssd-t1000-w10pro-15-6-fhd-tasinabilir-is-istasyonu-p-64570343,23.149 TL
,,,2 kg ve Altı,Yok,14 inç,DDR4,Paylaşımlı,Dahili,Intel HD Graphics,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Siyah,512 GB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//lenovo/thinkpad-e14-intel-core-i5-10210u-8gb-512gb-ssd-freedos-14-fhd-20ra005ftx9-dizustu-bilgisayar-p-64476205,8.599 TL
,,USB,2 kg ve Altı,Yok,14 inç,DDR4,Paylaşımlı,Dahili,AMD,HD,Distribütör Garantili,HD Ready,,,128 GB,Q Türkçe,Ev - Okul,Yok,,,4 GB,Siyah,128 GB,,,1366 x 768,,2 - 3,3250U,Ryzen,AMD,2,Windows,,https://www.trendyol.com//hp/laptop-14s-fq0014nt-ryzen-3-3250u-4gb-128gb-w10-p-64475765,4.950 TL
,,,2 - 4 kg,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,Intel HD Graphics,HD,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1366 x 768,,,7020U,7. Nesil,Intel Core i3,2,Windows,,https://www.trendyol.com//lenovo/ideapad-s145-15ikb-intel-core-i3-7020u-8gb-1tb-512gb-ssd-w10-home-15-6-81vd00e7tx29-p-64409517,7.399 TL
,,,2 - 4 kg,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,Intel HD Graphics,HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,,4 GB,Gri,256 GB,,,1366 x 768,,,7020U,7. Nesil,Intel Core i3,2,Windows,,https://www.trendyol.com//lenovo/ideapad-s145-15ikb-intel-core-i3-7020u-4gb-256gb-ssd-w10home-15-6-81vd00e7tx8-p-64408802,6.599 TL
,,,2 - 4 kg,Yok,"15,6 inç",GDDR5,2 GB,Harici,AMD Radeon RX 640,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,256 GB,,,1920 x 1080,,1 - 2,10510U,10. Nesil,Intel Core i7,4,Free Dos,,https://www.trendyol.com//lenovo/e15-i7-10510u-16gb-256gb-ssd-20rds03700n3-fdos-15-6-fhd-p-63958259,"11.214,48 TL"
,,,2 kg ve Altı,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,1 TB,,,1366 x 768,,,10110U,10. Nesil,Intel Core i3,2,Windows,,https://www.trendyol.com//hp/15-da2044nt-1e0s2ea11-i3-10110u-32gb-1tbssd-15-6-w10h-hd-tasinabilir-bilgisayar-p-63815715,7.849 TL
,,,2 - 4 kg,Yok,14 inç,SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,16 GB,Gri,256 GB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,6,Windows,,https://www.trendyol.com//lenovo/e14-20ra003wtx06-i5-10210u-16gb-256ssd-w10p-14-fullhd-tasinabilir-bilgisayar-p-63305818,8.949 TL
,,,2 - 4 kg,Yok,"15,6 inç",DDR4,Paylaşımlı,Dahili,Dahili Ekran Kartı,HD,Distribütör Garantili,,,,128 GB,Q Türkçe,Ev - Okul,Yok,,,4 GB,Gümüş,128 GB,,,1366 x 768,,,9220E,7. Nesil,AMD A6,4,Windows,,https://www.trendyol.com//lenovo/s145-15ast-amd-a6-4gb-128ssd-w10-bilgisayar-p-63130347,5.099 TL
,,,2 - 4 kg,Yok,"15,6 inç",GDDR6,16 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia Quadro RTX 5000,QHD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,64 GB,Siyah,1 TB,,,3840 x 2160,,,10855M,10. Nesil,Intel Xeon,6,Windows,,https://www.trendyol.com//dell/precision-m7550-v2-intel-xeon-w-10855m-64gb-1tb-ssd-rtx5000-freedos-15-6-uhd-nb-p-63104792,41.599 TL
,,,2 kg ve Altı,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Beyaz,512 GB,,,1920 x 1080,,,10110U,10. Nesil,Intel Core i3,4,Windows,,https://www.trendyol.com//hp/15-da2095nt-1s7z6ea15-i3-10110u-8gb-512ssd-15-6-w10h-fhd-tasinabilir-bilgisayar-p-63104132,6.799 TL
,,,2 kg ve Altı,Yok,"15,6 inç",GDDR5,4 GB ve altı,Harici,Nvidia Quadro P520,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,32 GB,Siyah,512 GB,,,1920 x 1080,,,10300H,10. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//dell/precision-m3551-p2-intel-core-i5-10300h-32gb-512gb-ssd-p620-windows-10-15-6-fhd-nb-p-63095448,13.549 TL
,,,2 kg ve Altı,Yok,"15,6 inç",GDDR5,4 GB,Harici,Nvidia GeForce GTX 1050,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,1 TB,,,1920 x 1080,,,10300H,10. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//lenovo/ideapad-gaming-3-81y400d9tx02-i5-10300h-8gb-1tbssd-4gb-15-6-fullhd-freedos-p-63095365,9.199 TL
,,,2 - 4 kg,Yok,"15,6 inç",GDDR5,4 GB,Harici,Nvidia GeForce GTX1650 Ti,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,1 TB,,,1920 x 1080,,,10750H,10. Nesil,Intel Core i7,6,Free Dos,,https://www.trendyol.com//lenovo/ip-gaming-3-intel-core-i7-10750h-32gb-1tb-ssd-gtx1650ti-freedos-15-6-81y400d3txa5-p-63017041,"16.063,05 TL"
,,,2 kg ve Altı,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,512 GB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Gri,512 GB,,,1920 x 1080,,,3250U,Ryzen,AMD Ryzen 3,2,Free Dos,,https://www.trendyol.com//asus/d509da5-ej887a5-amd-ryzen-3-3250u-8gb-512gb-ssd-freedos-15-6-fhd-p-63017000,"6.231,37 TL"
,,,2 kg ve Altı,Yok,14 inç,GDDR5,2 GB,Harici,AMD Radeon RX 640,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Ofis - İş,Yok,,,32 GB,Gri,1 TB,,,1920 x 1080,,,10510U,10. Nesil,Intel Core i7,4,Windows,,https://www.trendyol.com//lenovo/thinkpad-e14-intel-core-i7-10510u-32gb-1tb-ssd-rx640-w10-pro-14-fhd-20ras04k00a28-p-63016941,"15.192,95 TL"
,,,2 kg ve Altı,Yok,"15,6 inç",SD,6 GB,Harici,Nvidia Geforce GTX1660 Ti,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Oyun,Yok,,,16 GB,Siyah,1 TB,,,1920 x 1080,,,4900H,Ryzen,AMD Ryzen 9,8,Free Dos,,https://www.trendyol.com//asus/tuf-a15-fa506iu-hn393a3-ryzen-9-4900h-16gb-ram-1tb-ssd-6gb-gtx-1660ti-15-6-fhd-144hz-nb-p-62997032,13.649 TL
,,,2 kg ve Altı,Yok,14 inç,DDR,Paylaşımlı,Dahili,Dahili Ekran Kartı,HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,4 GB,Lacivert,256 GB,,,1366 x 768,,,N4000,4. Nesil,Intel Celeron,2,Free Dos,3 Saat ve Altı,https://www.trendyol.com//asus/intel-celeron-n4020-4gb-128-ssd-128-ssd-win10-home-tasinabilir-bilgisayar-e410ma-bv185tt1-p-62861761,4.499 TL
,,USB,2 kg ve Altı,Yok,"13,3 inç",DDR3,Paylaşımlı,Dahili,Dahili Ekran Kartı,HD,Distribütör Garantili,HD Ready,Var,500 GB,Yok,Q Türkçe,Ofis - İş,DVD Yazıcı,DVD Yazıcı,TN,16 GB,Siyah,Yok,,HD Ready (HD),1366 x 768,,2 - 3,4600M,4. Nesil,Intel Core i7,2,Windows,6 Saat ve Üstü,https://www.trendyol.com//toshiba/toshiba-portege-r30-a-13e-core-i7-4600m-16gb-512gb-ssd-3g-4g-lte-13-3-win7-8-10-pro-p-62857744,10.501 TL
,,,2 kg ve Altı,Yok,14 inç,DDR4,Paylaşımlı,Dahili,Intel HD Graphics,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Gri,256 GB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//lenovo/thinkpad-e14-intel-core-i5-10210u-8gb-256gb-ssd-w10-home-14-fhd-20ra005ftx3-p-62856405,7.799 TL
,,,2 kg ve Altı,Yok,14 inç,DDR4,Paylaşımlı,Dahili,Intel HD Graphics,Full HD,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Ofis - İş,Yok,,IPS,8 GB,Gri,512 GB,,,1920 x 1080,,,10210U,10. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//lenovo/thinkpad-e14-intel-core-i5-10210u-8gb-1tb-512gb-ssd-w10-pro-14-fhd-20ra005ftx33-p-62850821,8.999 TL
,,,2 - 4 kg,Yok,"15,6 inç",GDDR5,2 GB,Harici,Nvidia GeForce MX130,HD,Distribütör Garantili,,Var,,1 TB,Q Türkçe,Ofis - İş,DVD Okuyucu,,TN,4 GB,Gri,256 GB,,,1366 x 768,,,10210U,10. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//lenovo/ideapad-l3-15iml05-i5-10210u-4gb-1tb-256gb-ssd-2gb-mx130-freedos-15-6-hd-81y3001ctx1-p-62832754,7.499 TL
,,,2 - 4 kg,Yok,"17,3 inç",GDDR5,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650,Full HD,Distribütör Garantili,,,,1 TB,Q Türkçe,Oyun,Yok,,,32 GB,Gri,1 TB,,,1920 x 1080,,,9750H,9. Nesil,Intel Core i7,6,Windows,,https://www.trendyol.com//lenovo/ideapad-l340-intel-core-i7-9750h-32gb-1tb-1tb-ssd-gtx1650-w10-pro-17-3-fhd-81ll000ytx37-p-62808806,"17.217,12 TL"
,HDMI,Bluetooth,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2070,Full HD,Casper Türkiye Garantili,,Var,,1 TB,Q Türkçe,Oyun,Yok,,IPS,64 GB,,Yok,,Full HD (FHD),1920 x 1080,,,10750H,10. Nesil,Intel Core i7,6,Free Dos,,https://www.trendyol.com//casper/excalibur-g900-1075-et70x-b-intel-10-nesil-i7-10750h-64gb-ram-1tb-hdd-6gb-rtx2070-dos-p-62802981,16.839 TL
,,,2 kg ve Altı,Yok,"15,6 inç",SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,Yok,,,32 GB,Beyaz,256 GB,,,1920 x 1080,,,10110U,10. Nesil,Intel Core i3,4,Windows,,https://www.trendyol.com//hp/15-da2095nt-1s7z6ea18-i3-10110u-32gb-256ssd-15-6-w10h-fhd-tasinabilir-bilgisayar-p-62775716,6.999 TL
,,,2 kg ve Altı,Yok,14 inç,GDDR5,4 GB,Harici,Nvidia GeForce MX250,Full HD,Distribütör Garantili,,,,256 GB,Q Türkçe,Ofis - İş,Yok,,,8 GB,Pembe,256 GB,,,1920 x 1080,,,1065G7,10. Nesil,Intel Core i7,4,Windows,,https://www.trendyol.com//lenovo/hp-pavilion-14-ce3004nt-intel-core-i7-1065g7-8gb-256gb-ssd-mx-250-w10-pro-14-fhd-3h906eaa10-p-62690109,"9.971,91 TL"
32 GB,,HDMI,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Harici,Nvidia GeForce RTX 2060,Full HD,Distribütör Garantili,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,16 GB,Mavi,512 GB,,Full HD (FHD),1920 x 1080,3.00 GHz üstü,4 +,10750H,10. Nesil,Intel Core i7,8,Free Dos,4 - 6 Saat,https://www.trendyol.com//asus/g512lv-hn238-gaming-i7-10870h-16gb-512gb-ssd-rtx2060-15-6-fhd-144hz-dos-tasinabilir-bilgisayar-p-62628365,14.699 TL
,HDMI,Bluetooth,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2060,Full HD,Casper Türkiye Garantili,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,32 GB,,500 GB,,Full HD (FHD),1920 x 1080,,,10750H,10. Nesil,Intel Core i7,6,Free Dos,,https://www.trendyol.com//casper/excalibur-g900-1075-dv60x-d-intel-10-nesil-i7-10750h-32gb-ram-500gb-nvme-ssd-6gb-rtx2060-dos-p-62597229,15.429 TL
,HDMI,Bluetooth,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2060,Full HD,Casper Türkiye Garantili,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,64 GB,,480 GB,,Full HD (FHD),1920 x 1080,,,10750H,10. Nesil,Intel Core i7,6,Windows,,https://www.trendyol.com//casper/excalibur-g900-1075-ee60a-d-intel-10-nesil-i7-10750h-64gb-ram-480gb-ssd-6gb-rtx2060-w10-p-62597031,17.379 TL
,HDMI,Bluetooth,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2070,Full HD,Casper Türkiye Garantili,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,64 GB,,480 GB,,Full HD (FHD),1920 x 1080,,,10750H,10. Nesil,Intel Core i7,6,Free Dos,,https://www.trendyol.com//casper/excalibur-g900-1075-ee70x-b-intel-10-nesil-i7-10750h-64gb-ram-480gb-ssd-6gb-rtx2070-dos-p-62435958,16.969 TL
,HDMI,Bluetooth,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2070,Full HD,Casper Türkiye Garantili,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,16 GB,,240 GB,,Full HD (FHD),1920 x 1080,,,10750H,10. Nesil,Intel Core i7,6,Free Dos,,https://www.trendyol.com//casper/excalibur-g900-1075-bd70x-b-intel-10-nesil-i7-10750h-16gb-ram-240gb-ssd-6gb-rtx2070-dos-p-62435953,14.899 TL
,HDMI,Bluetooth,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2070,Full HD,Casper Türkiye Garantili,,Var,,1 TB,Q Türkçe,Oyun,Yok,,IPS,32 GB,,240 GB,,Full HD (FHD),1920 x 1080,,,10750H,10. Nesil,Intel Core i7,6,Free Dos,,https://www.trendyol.com//casper/excalibur-g900-1075-d570x-b-intel-10-nesil-i7-10750h-32gb-ram-1tb-240gb-ssd-6gb-rtx2070-dos-p-62435952,15.899 TL
,HDMI,Bluetooth,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 2070,Full HD,Casper Türkiye Garantili,,Var,,Yok,Q Türkçe,Oyun,Yok,,IPS,32 GB,,500 GB,,Full HD (FHD),1920 x 1080,,,10750H,10. Nesil,Intel Core i7,6,Free Dos,,https://www.trendyol.com//casper/excalibur-g900-1075-dv70x-b-intel-10-nesil-i7-10750h-32gb-ram-500gb-nvme-ssd-6gb-rtx2070-dos-p-62435950,15.819 TL
,,,2 - 4 kg,Yok,"17,3 inç",GDDR5,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce GTX1650,Full HD,Distribütör Garantili,,,,Yok,Q Türkçe,Oyun,Yok,,,16 GB,Gri,512 GB,,,1920 x 1080,,,9750H,9. Nesil,Intel Core i7,6,Free Dos,,https://www.trendyol.com//lenovo/ideapad-l340-intel-core-i7-9750h-16-gb-512-gb-ssd-gtx1650-fdos-17-3-fhd-81ll000ytx3-p-62389698,"14.407,65 TL"
,,,2 kg ve Altı,Var,14 inç,SD,Paylaşımlı,Dahili,Paylaşımlı,Full HD,Distribütör Garantili,,,,256 GB,Q Türkçe,Ofis - İş,Yok,,,20 GB,Siyah,256 GB,,,1920 x 1080,,,4300U,Ryzen,AMD Ryzen 3,4,Windows,,https://www.trendyol.com//asus/vivobook-flip-14-tm420ia-km100a7-amd-ryzen-3-4300u-20gb-256gb-ssd-windows-10-home-14-fhd-p-62360156,"9.381,38 TL"
